distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
5.267328818,4.388627042,1.316377574,1,1,0,1,0
14.90020182,0.269989153,1.006525989,1,0,0,1,0
2.042040739,0.66992761,0.216287761,1,0,0,1,0
44.77850346,2.997126644,0.685319439,1,1,0,1,0
7.625172425,2.677486091,0.663964032,1,1,0,0,0
27.21640226,5.057444249,0.657994998,1,0,0,1,0
44.36185893,0.419470293,1.089799683,1,0,0,1,0
39.91225039,1.080092504,1.517689025,1,0,0,1,0
1.303731035,1.188134553,0.262679468,0,1,0,1,0
58.519605404,0.016367596,3.929104848,1,0,1,1,0
4.103206189,0.025296139,1.428770258,1,0,0,1,0
6.145328322,0.062521252,0.488985376,1,0,0,1,0
17.89370454,0.632916186,0.6207823,1,0,0,1,0
1.501735578,0.188610491,3.391443892,0,0,0,1,0
58.519605404,0.611305423,1.248777564,1,0,0,1,0
2.377922828,0.986343835,0.597297045,1,0,0,1,0
15.14970225,2.657840519,0.761567815,1,1,0,1,0
31.32291968,1.926341634,0.112978778,1,0,0,1,0
7.050983753,9.601791891,0.32517089,1,0,0,1,0
1.88584883,0.477886179,2.287627258,0,0,0,1,0
8.687886895,0.015872832,0.240244501,1,1,0,1,0
24.85477695,1.801137994,0.722379532,1,0,0,1,0
8.790208708,0.669433225,0.247568379,1,1,0,1,0
58.519605404,0.325235196,1.430056691,1,1,0,1,0
2.581352016,0.72232107,3.164605721,1,1,0,1,0
6.951375458,0.083338048,2.072697296,1,1,0,1,0
58.519605404,2.003488875,2.554554872,1,1,0,1,0
3.356750672,0.090641463,1.937476527,1,0,0,1,0
3.299711996,0.747493707,1.459685448,1,0,0,1,0
2.943903314,103.2216705,4.563828345,1,0,0,0,1
5.003235874,6.552524011,0.960750969,1,1,1,1,0
13.72454105,0.303428575,0.556384834,1,1,0,0,0
10.94056133,0.042770909,1.75312012,1,1,0,0,0
45.29699295,0.163220347,4.804616336,1,0,0,0,0
58.519605404,0.275823133,0.22743392,1,1,0,1,0
3.915567178,0.024560583,0.52986101,1,1,0,0,0
2.70873228,0.084126952,0.903060811,1,0,0,1,0
18.50499488,0.272122077,1.018373594,1,0,0,1,0
24.308639,0.66773724,1.804918931,1,1,0,1,0
4.158155125,0.56992548,0.14188338,1,1,0,0,0
15.34926387,0.369021225,3.3197544,1,0,0,0,0
11.97086853,3.847979717,2.292051443,1,0,0,1,0
1.206963254,2.965430042,0.341721619,0,0,0,1,0
29.1052415,1.141434953,7.508013921,1,1,1,0,0
34.87825557,0.106055032,0.606167924,1,1,0,0,0
16.86858331,0.832181744,1.571260567,1,0,0,0,0
16.18213724,0.083201733,0.258477963,1,1,0,0,0
9.498438788,0.066437914,0.863707277,1,0,0,1,0
19.2373343,0.745282757,0.410806048,1,0,0,1,0
58.519605404,0.031703995,2.275523128,1,1,0,1,0
17.61394851,0.071773114,1.145601199,1,0,0,1,0
47.0579597,1.320731707,0.252609296,1,0,0,1,0
8.387851836,0.821843466,0.914802792,1,0,0,1,0
58.519605404,12.27479376,0.827171221,1,1,0,0,0
6.845619795,3.416973852,0.747878292,1,1,0,0,0
5.613817952,1.508242587,0.408262673,1,0,0,1,0
25.31856743,1.212613043,2.029909218,1,0,0,1,0
16.34076623,0.060017216,1.834599466,1,0,0,1,0
58.519605404,6.825890936,0.265933193,1,1,0,1,0
31.1721255,5.861912148,0.552701203,1,0,0,0,0
30.6658298,11.08735346,0.091920912,1,0,0,1,0
4.751643201,1.73948818,0.486619312,1,0,0,1,0
7.380359171,1.208580633,1.175295922,1,0,1,1,0
5.856603414,1.401778076,2.007327358,1,0,0,0,0
1.977890655,1.027639363,0.433191603,1,1,0,0,0
13.31823184,0.502864648,0.414350822,1,0,0,0,0
6.581927955,13.41555308,1.206901361,1,0,0,1,0
4.57954586,0.040822096,5.339014108,1,0,0,1,1
7.161792738,1.211900898,0.835961969,1,1,0,0,0
20.63672482,9.062745431,1.604351103,1,0,0,1,0
58.519605404,2.165357083,0.487227802,1,0,1,0,0
25.9306527,1.913312026,0.667740239,1,0,0,0,0
40.82025054,3.898390647,1.856480926,1,1,0,0,0
13.17807671,0.112497059,0.052271876,1,1,0,1,0
24.22442556,0.519502611,4.528134505,1,0,0,1,1
58.519605404,0.468978595,1.164153403,1,1,0,1,0
15.31795344,4.979325875,0.349141405,1,1,1,0,0
19.23057354,1.763678349,2.433627925,1,0,1,0,0
10.18830246,0.807563594,0.179719269,1,0,0,1,0
31.0971707,0.430102834,0.452055702,1,0,0,1,0
37.32148527,1.175144406,1.518542412,1,1,0,0,0
47.66787197,0.051192509,5.140838244,1,0,0,1,1
58.519605404,8.163801536,0.426934985,1,0,0,1,1
16.75089873,3.057893503,1.986823855,1,0,0,0,0
2.347492078,5.879492925,6.690023134,1,0,0,0,0
2.638762942,1.926365367,2.025017308,1,0,0,0,0
27.24727188,0.794148026,1.586584189,1,0,0,0,0
14.21793768,2.276278769,0.458887693,1,1,0,0,0
31.60339171,0.077968014,0.97317857,1,1,0,0,0
24.20076169,5.451518244,0.585603604,1,1,0,0,0
7.898452142,3.572782004,1.110008938,1,1,1,1,0
1.657000458,98.55229487,2.422812359,0,0,0,1,1
10.12478246,4.926307007,0.137647342,1,1,0,1,0
2.064134707,0.060100426,0.111591894,1,0,0,1,0
6.524261412,2.232760178,0.578918246,1,0,0,1,0
0.707061915,12.58004763,0.22856773,0,0,0,1,0
4.203843317,0.512188633,1.297386177,1,1,0,0,0
58.519605404,0.108027043,1.560745284,1,0,0,1,0
4.315322574,26.05417958,2.044520601,1,0,0,0,0
58.519605404,0.121346858,0.698587075,1,1,0,1,0
10.27852502,0.321174981,0.305414036,1,0,0,1,0
0.614238645,1.403053947,0.415278217,0,1,0,1,0
32.97373739,0.035289144,2.102302783,1,1,0,0,0
19.25267205,2.084164382,1.422954671,1,1,0,1,0
58.519605404,1.35735596,0.10610822,1,0,0,0,0
1.433487383,0.635109006,0.632178093,0,0,0,1,0
21.57790457,28.64414914,1.283372343,1,0,0,1,0
9.414147733,0.302419584,0.463378717,1,0,0,1,0
0.249724507,0.222880615,8.332825781,0,0,0,1,1
0.552985134,10.95599082,0.178073472,0,1,0,1,0
58.519605404,0.100038613,3.398351495,1,1,0,0,0
11.16871037,0.492942078,2.318616208,1,0,0,1,0
3.042396582,12.35598297,2.061558158,1,0,0,1,0
14.13863663,1.33317282,0.62707308,1,1,0,1,0
58.519605404,0.665846362,0.502784312,1,1,0,1,0
23.9745327,14.70363995,2.375121693,1,0,0,0,0
21.03002779,0.53393304,5.196801657,1,0,0,1,1
2.451844241,1.765844024,0.306878481,1,0,0,0,0
46.64866448,0.941608641,0.511995897,1,0,0,1,0
18.92532727,2.61806818,0.653084816,1,0,0,1,0
6.522136912,0.020356177,1.042453714,1,0,0,0,0
10.37714401,7.133817209,0.757113731,1,1,0,1,0
1.325261097,1.677249399,2.596439081,0,0,0,0,0
2.196761189,1.572334846,3.540733541,1,0,0,0,0
2.613289831,0.527068781,3.017180522,1,0,0,1,0
1.825223427,0.389386443,0.345380443,0,0,0,1,0
1.606802795,141.8310867,2.126426772,0,0,0,1,1
4.035190533,6.733815618,1.883480893,1,0,0,0,0
34.36888093,0.709355204,0.836473448,1,0,0,1,0
5.46397695,0.43105649,1.991330605,1,0,1,1,0
6.546781942,2.268737951,40.637756,1,0,0,0,0
7.906942326,6.129014609,0.926816084,1,0,0,1,0
34.91492566,0.179139874,0.453771822,1,0,0,0,0
13.02901421,0.66148162,0.296403727,1,0,0,0,0
1.295766304,0.149901608,2.315145239,0,0,0,1,0
6.075961899,0.169026191,1.847685792,1,1,0,0,0
2.330418896,2.879507838,1.205432204,1,0,1,0,0
1.868790728,0.080215356,0.898894962,0,1,0,1,0
31.70410434,1.684937782,4.146186614,1,1,0,0,0
9.720313657,0.323259365,1.720523731,1,0,0,1,0
5.764647442,3.305865774,1.969371256,1,0,0,1,0
15.02285145,0.782029057,1.26163139,1,1,0,1,0
58.519605404,0.673981746,0.573464584,1,0,0,1,0
2.550832788,2.000415591,1.94702895,1,0,0,0,0
58.519605404,13.39305733,0.306938482,1,1,0,0,0
23.57128911,0.074549233,6.896758444,1,0,0,0,0
22.27590789,0.211634349,1.009466021,1,1,0,1,0
24.2693244,1.172721468,2.141485162,1,1,0,0,0
54.31777211,0.691718396,1.217504228,1,1,0,1,0
4.034331549,4.476686059,1.043967642,1,0,1,1,0
15.18291016,1.930575131,0.624955598,1,0,0,0,0
4.97032287,12.81446096,1.505221938,1,0,0,0,0
2.551127071,0.85148027,0.696252106,1,0,0,1,0
30.15362203,0.146024375,0.658642557,1,1,0,1,0
58.519605404,0.771674612,0.64755347,1,0,0,1,1
32.57319567,0.070495726,1.158746154,1,0,0,0,0
5.638693702,0.098446176,0.470208233,1,0,0,1,0
1.988317517,0.875477671,0.576454095,1,0,0,1,0
10.41953843,0.467948491,0.528607396,1,0,0,0,0
49.25511526,8.396096168,0.73844709,1,1,0,1,0
4.760542907,3.393734498,1.444783764,1,1,0,1,0
13.32355664,0.839864895,0.25303162,1,1,0,0,0
14.71713009,0.344669879,2.295028481,1,0,0,1,0
56.09572517,0.259295603,2.889976705,1,0,0,1,0
25.82732847,0.832229601,1.003136668,1,0,0,1,0
13.76050061,2.707777074,0.974910262,1,1,0,1,0
12.8160475,0.892546728,1.235948077,1,0,0,0,0
10.89900528,7.780475458,0.501057018,1,0,0,0,0
9.531761295,0.662467662,0.287537003,1,0,0,0,0
34.75290569,0.761967896,1.905856401,1,0,0,0,0
2.1190184,0.379911205,0.667730092,1,0,0,1,0
38.3046517,57.74104245,0.89856453,1,1,0,0,0
22.6336333,1.596538073,1.981490473,1,1,0,0,0
26.68846865,4.757980204,0.261326674,1,1,0,0,0
6.009993217,1.211680683,2.937993111,1,0,0,1,0
13.31616123,2.247226497,3.096469404,1,0,0,1,0
1.551983107,0.97902087,0.403268882,0,0,0,1,0
10.21088973,0.350332829,1.013019928,1,0,0,1,0
5.625925604,0.633048398,3.0252178,1,0,0,0,0
20.14467148,2.447679849,2.866896442,1,0,0,0,0
10.62767253,1.024704378,1.24971543,1,0,0,0,0
1.881781709,0.815333456,0.233064775,0,0,0,1,0
58.519605404,7.13273472,0.363417227,1,0,0,1,1
0.777355419,29.14527255,0.79543892,0,0,0,1,0
17.97600817,4.51332712,0.345342921,1,1,0,1,0
0.875922506,0.024107483,1.39722673,0,1,0,0,0
17.90000714,1.579768547,1.060209976,1,0,0,1,0
15.24578353,0.193590928,0.167703867,1,0,0,1,0
13.18753445,6.047282017,0.744996959,1,1,0,1,0
15.19090404,0.910382454,0.597355838,1,0,0,0,0
3.940960027,9.933988678,2.272394417,1,0,0,0,0
6.034139449,0.744156006,0.378597896,1,0,1,1,0
1.64927862,58.14094829,2.405394299,0,1,0,1,1
4.447495205,19.44356628,4.807305837,1,0,0,0,0
3.402995872,0.27774609,0.464404448,1,1,0,1,0
58.519605404,14.60192072,0.401908138,1,0,0,1,0
15.76227159,2.409937246,0.122745909,1,1,0,0,0
8.490500041,0.141000829,2.241487901,1,1,0,1,0
14.83455252,0.015536509,0.526381098,1,0,0,0,0
24.74772924,5.783105485,1.424093995,1,0,0,1,0
2.03340249,1.372817897,1.854512231,1,0,0,0,0
17.39138372,0.558043049,2.461189797,1,0,0,1,0
3.253052894,0.138828601,0.238364933,1,0,0,0,0
8.463255563,1.249692906,1.145542744,1,0,0,1,0
58.519605404,0.213295616,1.556300339,1,0,1,1,0
1.593454599,0.096033584,0.418917623,0,1,0,1,0
11.99151564,1.886842465,4.443943547,1,0,0,1,1
54.12612036,0.435187193,0.418161058,1,0,0,1,0
58.519605404,0.392329417,0.417823461,1,0,0,1,1
38.35800085,2.672316319,5.259125593,1,0,0,1,1
19.1943843,0.364270587,0.698124491,1,0,0,0,0
9.211240423,0.804595818,0.293617012,1,0,0,1,0
2.288491155,0.260744589,3.518370702,1,0,0,0,0
2.400791839,0.595008391,0.354025756,1,0,1,0,0
0.887131492,0.113920592,0.721798301,0,0,0,1,0
2.462915469,1.102422919,0.594867514,1,0,1,1,0
3.423940099,0.828046149,0.91622628,1,1,0,1,0
4.908386151,4.375591058,0.452355287,1,1,0,1,0
1.205562598,9.774017604,1.924296646,0,0,0,1,0
7.104782912,0.795320561,1.384951568,1,0,0,1,0
12.46092308,0.124224758,0.935822889,1,0,0,1,0
12.54167033,1.160099673,4.927474447,1,1,0,1,1
48.67399655,4.49891075,0.279677743,1,0,0,0,0
5.2131256,1.345496343,0.197774081,1,0,0,1,0
5.37066833,2.389612289,1.065353945,1,0,0,1,0
34.73375211,0.045141778,0.498439096,1,1,0,1,0
33.93676514,1.005622191,1.380600661,1,0,1,0,0
1.938752161,2.137724687,0.269367015,1,1,0,1,0
1.359401744,37.42079641,0.31766061,0,1,0,1,0
15.20260435,62.77672328,3.101374577,1,0,0,1,1
36.07638374,2.658153954,0.993642182,1,0,0,1,0
58.519605404,1.11312627,1.991087167,1,0,0,0,0
17.11062322,2.088681844,2.592815126,1,0,0,0,0
5.628207273,3.653675916,14.68917636,1,1,0,1,1
1.109416134,0.762209997,0.42748758,0,1,0,0,0
58.519605404,2.917220358,0.350851876,1,0,1,1,0
58.519605404,7.096797789,4.74224155,1,0,1,1,0
6.102577128,9.542220086,0.895199916,1,0,0,1,0
40.91009245,0.915248067,4.290481638,1,1,1,0,0
2.877987275,0.966307518,0.19912764,1,1,0,0,0
8.800068858,1.921404964,1.942504518,1,0,0,1,0
6.994675283,0.090507857,1.157262648,1,0,0,0,0
7.514963304,22.7374903,0.514597662,1,0,0,0,0
7.704763102,0.840203074,0.598324096,1,0,1,1,0
8.465461774,3.369323003,2.112771888,1,0,1,1,0
2.86540332,0.86184651,0.836402344,1,1,0,1,0
1.170676037,0.784450717,4.321438591,0,0,0,0,1
58.519605404,1.071822514,0.86195297,1,0,0,1,1
5.440941115,11.90583297,0.569126216,1,0,0,0,0
8.926297279,0.204352274,1.322295096,1,0,0,0,0
30.871572,1.073474634,0.419168743,1,1,0,1,0
13.24248413,7.421961714,0.119617173,1,0,1,1,0
7.585386573,0.346816684,0.084260013,1,1,0,1,0
1.98391741,1.012946601,0.828270147,1,0,0,0,0
1.877843685,0.069225291,3.825590971,0,0,0,1,0
24.56099353,0.340913229,0.535299864,1,0,0,1,0
11.13990356,8.430566561,0.513873239,1,0,0,0,0
4.163694133,9.003631635,0.577555544,1,0,0,1,0
13.46974556,15.0854316,1.272005242,1,1,0,1,0
5.009352084,3.821673485,3.055429173,1,1,0,1,0
1.516552614,26.36028262,0.933457735,0,1,0,1,0
13.22123383,8.618170196,0.279569153,1,0,0,0,0
1.886936553,0.146581788,5.463577314,0,0,0,1,1
7.815371143,15.27215161,0.294264691,1,1,0,0,0
3.360063074,0.222620194,8.900859172,1,0,1,1,0
58.519605404,1.787426043,1.682264769,1,0,0,1,1
39.38225035,1.642633363,1.404645727,1,0,0,1,0
19.27000528,0.057303251,0.375466479,1,1,0,0,0
11.55016635,0.642495104,0.522574849,1,1,1,1,0
8.896669423,1.778272718,0.280741679,1,0,1,0,0
13.3958057,0.015746016,0.814553714,1,1,0,1,0
3.519487997,0.041446247,0.573018633,1,0,0,1,0
8.803468397,0.894376074,0.74230248,1,1,0,0,0
58.519605404,3.326450514,4.727245834,1,1,0,1,1
8.229596519,6.065573107,0.580508273,1,1,0,1,0
58.519605404,0.277549948,0.148604318,1,1,0,1,0
5.428690547,0.451420728,0.69020927,1,1,0,1,0
16.65351286,0.537858711,5.647156261,1,1,0,0,0
16.583177,1.623451449,1.713269292,1,0,1,0,0
7.747143817,1.570136975,5.36012377,1,1,0,1,1
11.98702424,2.480515775,0.175502946,1,0,0,1,0
7.131499239,0.361173785,0.912932653,1,1,0,0,0
16.59200292,2.144447818,0.444668221,1,1,1,1,0
9.91238556,35.26581208,1.701376643,1,0,0,1,0
23.71603048,11.60650776,0.613145946,1,0,1,1,0
3.745920334,0.035404028,0.483236818,1,1,1,1,0
2.86044939,0.334464942,1.961262608,1,1,0,1,0
10.16200824,8.050340041,13.27710702,1,0,1,1,0
14.74980132,0.556707977,0.217485954,1,1,0,1,0
8.333352699,2.463085222,0.454310622,1,0,0,0,0
2.799144082,0.058888322,1.514016442,1,1,0,1,0
4.307108883,11.44455948,0.753159952,1,0,0,1,0
0.41753486,1.834930858,6.354837375,0,0,0,1,1
5.753552622,1.124022443,0.740397577,1,0,0,1,0
5.989388529,0.049713111,0.42388903,1,1,0,1,0
7.163173126,0.044027227,1.620324821,1,1,0,1,0
14.84238563,1.816270737,1.640562233,1,0,0,0,0
26.79702231,3.054649177,0.494411258,1,0,0,1,0
25.91941572,6.577696651,4.197278447,1,0,0,0,0
11.14061455,0.396006041,2.771780125,1,0,0,0,0
28.04015489,2.760329519,2.277112805,1,0,0,0,0
19.7851302,1.1400976,1.387105534,1,0,0,1,0
16.28199869,2.929629775,1.364515975,1,0,0,1,0
15.68116453,14.05620465,0.597057511,1,1,0,1,0
1.479588793,6.651006539,0.250586333,0,1,0,1,0
0.734063483,4.573124466,1.055150105,0,1,0,1,0
3.819005248,0.100600267,2.675537975,1,1,0,1,0
11.26371766,0.574867831,1.19948089,1,0,0,1,0
45.28428298,0.436228513,2.120456073,1,0,0,0,0
17.31318303,1.270418797,0.698688805,1,0,0,1,0
5.213835802,0.368248549,0.424179712,1,0,1,1,0
14.44565469,0.776838137,0.417891104,1,0,0,0,0
10.00230187,1.661784319,0.404773344,1,1,1,1,0
21.73252176,6.428873636,1.144865606,1,0,0,1,0
0.806830382,0.616938951,4.333179949,0,0,0,0,1
6.423668085,0.546782167,0.203247216,1,1,0,1,0
0.896883757,0.297651094,2.411345631,0,0,0,1,0
58.519605404,8.371556291,0.773693835,1,1,0,0,0
51.65411656,3.738056424,2.126363695,1,0,0,1,0
58.519605404,3.356250074,2.751786351,1,0,0,1,1
2.334559193,0.637235883,3.176176822,1,1,0,0,0
7.903040289,1.440538379,1.084737649,1,0,0,0,0
12.56039037,1.150086738,0.904590452,1,0,0,0,0
24.48120082,10.60613272,0.335839265,1,0,0,1,0
9.998406579,0.154844916,0.900505186,1,1,0,0,0
11.3391936,1.369939277,1.794701929,1,0,0,0,0
25.42805096,2.933760488,5.830735809,1,0,0,1,1
1.149500203,0.161908716,0.938570166,0,1,0,0,0
12.10937475,1.279727183,0.981686461,1,1,0,0,0
17.8351151,3.448878644,2.911058635,1,1,0,1,0
38.74306431,5.651932848,1.456839344,1,1,0,0,0
13.03800539,1.572495731,3.925307228,1,1,0,1,0
15.40136771,8.263440771,8.959566042,1,0,0,0,0
30.71233773,0.069010659,5.832812291,1,0,0,1,1
58.519605404,0.020678388,1.21687782,1,0,0,1,0
42.48362153,1.041923172,0.466894158,1,0,0,1,0
58.519605404,0.17256977,1.106128935,1,0,0,1,1
5.40818603,0.037771487,7.940924871,1,0,0,1,1
2.807026627,0.228337711,0.589612207,1,0,0,0,0
9.104755853,1.686322885,0.212118084,1,0,0,0,0
24.39979482,0.858858326,1.531425779,1,1,0,1,0
16.5702754,64.07617039,8.320684166,1,0,0,0,1
3.726171068,3.62067606,0.600021779,1,0,0,1,0
12.10725303,2.223719671,7.412826446,1,1,1,1,0
38.37545745,0.200097016,0.522157022,1,1,0,1,0
0.948950621,1.226770062,3.379867117,0,1,0,1,0
17.31850076,0.215981356,0.062329435,1,0,0,1,0
16.84551622,2.075113663,0.261545594,1,0,0,1,0
9.175723837,0.052059916,1.444681992,1,0,0,0,0
10.52717166,60.67011192,2.209229478,1,0,0,1,1
26.67509687,2.624208483,1.200765953,1,0,0,1,0
31.4431945,0.238591724,1.032087999,1,0,0,0,0
6.717015244,0.883970124,0.428175067,1,0,0,0,0
3.242123777,17.8712926,2.047230732,1,1,0,0,0
3.238915652,2.095235749,2.53388664,1,0,0,1,0
21.82316187,28.5767596,1.716628684,1,0,1,0,0
17.80444716,0.771536587,0.67552376,1,0,0,1,0
3.7614395,0.079086279,0.441668032,1,0,0,1,0
49.90653525,12.93064204,2.692647863,1,0,1,1,0
4.641603761,2.004606635,0.968604414,1,0,0,1,0
13.54513197,1.388962973,0.863342352,1,0,1,1,0
20.31801032,4.668953558,0.272985839,1,0,0,1,0
7.029422587,1.842697031,1.489118009,1,0,0,1,0
58.519605404,9.529893545,0.397779682,1,0,0,0,0
58.519605404,4.345361017,1.065714076,1,1,1,1,0
58.519605404,0.098381007,2.079616445,1,0,0,1,0
24.59633105,116.7023949,1.282228019,1,0,0,1,1
5.907061812,0.653455534,10.92254026,1,0,0,1,1
32.07819886,1.744227355,4.194306968,1,0,0,1,1
2.535050677,1.316387176,1.538615381,1,1,0,1,0
4.137241122,0.982748166,1.1637921,1,0,0,1,0
10.58848251,2.427922687,2.813355922,1,1,0,1,0
6.722525665,7.461234461,0.466411674,1,0,0,1,0
19.96588241,0.754564176,0.529077418,1,0,0,1,0
43.70960429,1.867608887,1.020546274,1,0,0,1,0
25.63505059,4.121236186,0.339576089,1,0,0,1,0
11.08515248,34.66135142,2.530758449,1,0,0,1,0
2.270240359,1.417365707,0.611176731,1,0,0,1,0
7.724914213,2.117438341,1.622618426,1,0,0,1,0
32.19206171,4.639362918,0.287602465,1,0,0,1,0
3.609266836,0.346293753,2.530674861,1,0,0,1,0
1.163297582,0.021460772,2.938292244,0,1,0,1,0
57.63613577,0.066144431,0.671005483,1,1,0,1,0
6.039167262,0.257603048,1.069471224,1,0,0,1,0
2.527529111,39.66016499,0.739959537,1,1,0,0,0
13.40499864,0.018019161,0.539653056,1,0,0,0,0
14.72788762,0.457197493,1.392036097,1,1,0,0,0
7.932216506,11.85066052,0.572145366,1,1,0,1,0
8.633030471,3.034760174,1.197518466,1,1,0,0,0
34.38128867,0.690484329,0.569461184,1,1,0,1,0
0.920232357,0.638115818,1.493940776,0,0,0,1,0
58.519605404,1.632453924,8.923502474,1,0,0,1,1
58.519605404,0.345844314,0.374526078,1,1,0,1,0
9.729930904,0.865150716,0.728883551,1,0,0,1,0
16.77766391,27.02625887,0.172476225,1,0,0,1,0
8.683645354,0.451241586,0.087939054,1,0,0,1,0
40.51595428,7.096516278,0.249113938,1,0,0,0,0
3.547358212,0.808169943,1.441578607,1,0,0,1,0
21.43402331,1.361629086,4.080870509,1,1,0,0,0
9.665820544,5.065185968,1.467028539,1,0,0,0,0
17.72650736,27.02024393,3.962851914,1,1,0,0,0
11.63320402,0.428028981,1.236810069,1,0,1,0,0
34.92877431,1.645438948,1.186381571,1,0,0,0,0
3.696091154,0.29244474,0.292304047,1,0,0,0,0
58.519605404,0.29905858,1.410300202,1,0,0,0,0
6.47478817,8.764118677,1.508604488,1,1,0,1,0
1.27941494,3.446735317,0.487845953,0,0,0,1,0
2.985630221,0.062027888,3.087021494,1,1,0,1,0
7.328726922,13.65255254,1.506081603,1,1,1,0,0
9.728068348,0.579890976,1.798502549,1,1,0,1,0
8.095188571,0.553303197,3.126234065,1,0,0,0,0
8.866132679,1.28266208,1.725242585,1,0,0,1,0
3.6641672,3.06950991,1.5882049,1,0,0,0,0
19.58636128,0.737933293,21.5533285,1,1,0,1,1
9.067788686,0.305355037,0.426074202,1,0,0,0,0
18.60367771,0.865852162,0.929274299,1,1,0,0,0
3.422415304,1.603322465,3.511146849,1,1,0,1,0
7.066389433,0.989473904,1.234165531,1,0,0,1,0
58.519605404,1.132576437,0.202781215,1,1,0,0,0
7.154685504,0.295056977,1.065217951,1,0,0,0,0
1.502922498,16.4572678,0.759510612,0,0,0,0,0
6.41563,0.176813273,1.432834992,1,1,0,1,0
4.408282059,0.823532923,1.574979107,1,1,0,1,0
3.055879929,3.444724787,2.369650526,1,0,0,1,0
47.45105623,3.184644465,0.64486538,1,0,0,1,0
1.509272418,0.85673141,0.210876135,0,0,0,1,0
26.57030772,1.935281271,0.685781983,1,1,0,1,0
2.830942637,1.263105132,0.475942656,1,0,0,1,0
1.57634288,56.82667705,1.55360879,0,0,0,1,1
4.251867461,2.115145547,0.50059911,1,0,0,1,0
12.03432117,0.2542649,2.281781629,1,0,0,1,0
0.90161979,0.437737674,1.879626167,0,1,0,0,0
1.20595448,0.052381985,0.126792743,0,0,0,1,0
58.519605404,2.981219758,0.14787643,1,0,0,1,0
58.519605404,1.226104037,0.59639693,1,1,0,1,0
15.52220626,8.87121583,0.106973956,1,1,0,0,0
58.519605404,0.258554146,0.493313166,1,1,0,1,0
14.59693483,0.120035327,0.214751776,1,0,1,0,0
2.053809532,0.429914962,1.63331985,1,0,0,1,0
0.512826541,0.135730928,0.263693509,0,1,0,0,0
5.353037972,0.169386479,0.324578071,1,1,0,0,0
2.498080975,0.132453481,1.489209996,1,1,0,1,0
0.441624544,2.742745786,0.209228849,0,0,0,0,0
11.6602138,7.441031172,0.58062597,1,1,0,0,0
58.519605404,0.276284418,0.387191785,1,0,0,0,0
3.91713715,0.040447711,0.674921178,1,1,0,0,0
19.76553483,0.393540234,0.337492162,1,0,0,1,0
